id_pago,monto,VENTA_id_venta,METODO_PAGO_id_metodo_pago
311,313.86,333,2
312,1109.37,334,2
313,1229.38,335,1
314,1107.29,336,1
315,744.78,338,2
316,413.5,338,3
317,406.38,339,1
318,126.12,340,1
319,2378.3,341,1
320,545.19,343,3
321,731.43,344,4
322,720.34,344,1
323,846.86,345,3
324,278.95,346,2
325,1590.97,348,1
326,455.2,349,3
327,2496.2,350,2
328,663.36,351,4
329,832.94,352,1
330,456.59,353,3
331,1409.52,354,3
332,1263.67,355,1
333,1232.06,356,3
334,665.66,356,4
335,142.47,357,2
336,90.23,357,3
337,953.06,358,4
338,183.43,359,3
339,1033.5,360,2
340,538.84,360,1
341,277.55,361,1
342,165.83,362,4
343,367.53,362,1
344,702.55,363,1
345,695.06,363,4
346,925.33,365,1
347,408.32,366,4
348,2570.02,367,1
349,565.49,368,4
350,76.77,369,1
351,151.14,369,4
352,41.76,370,3
353,1470.45,372,4
354,3668.16,373,3
355,404.61,374,2
356,2260.03,375,2
357,803.81,376,4
358,579.8,377,4
359,1239.95,378,2
360,2650.95,379,3
361,474.82,380,2
362,2676.93,381,3
363,494.34,382,2
364,648.3,383,4
365,2207.18,384,4
366,1794.85,385,4
367,1383.72,386,3
368,135.06,387,3
369,1542.31,389,4
370,792.8,390,3
371,2174.45,391,1
372,850.72,393,2
373,613.04,394,4
374,21.54,396,4
375,1433.07,397,1
376,1075.84,398,2
377,1913.52,399,2
378,1699.11,400,2
379,385.69,402,2
380,2053.84,403,1
381,104.05,404,1
382,184,407,4
383,406.13,407,3
384,134.3,409,1
385,163,410,1
386,704.25,411,2
387,137.43,413,2
388,321.3,414,4
389,2015.4,415,1
390,1743.2,417,1
391,1217.42,418,1
392,26.12,419,1
393,932.36,421,1
394,966.92,423,4
395,1801.3,424,4
396,1576.55,425,3
397,1027.88,427,4
398,369.53,428,3
399,1026.44,430,4
400,187.94,431,4
401,472.06,432,1
402,70.81,433,4
403,779.65,434,4
404,874.09,435,3
405,1384.78,437,2
406,985.04,439,4
407,761.92,439,1
408,632.38,440,2
409,503.99,440,1
410,1030.66,444,2
411,459.2,446,4
412,1907.68,447,3
413,595.05,448,1
414,794.35,448,2
415,232.91,449,1
416,585.1,450,4
417,858.5,451,4
418,1917.08,452,3
419,1716.93,453,1
420,946.67,453,4
421,249.76,454,1
422,158.64,454,4
423,424.55,455,1
424,709.91,455,4
425,593.79,456,2
426,479.56,457,1
427,562.53,458,2
428,2748.25,459,3
429,2120.18,460,1
430,574.77,461,2
431,776.4,461,1
432,1524.3,462,4
433,664.78,463,2
434,512.43,463,1
435,1040.59,464,3
436,318.56,465,3
437,1982.18,466,4
438,1283.29,467,3
439,673.3,470,3
440,229.6,471,3
441,1560.53,472,1
442,184.52,473,1
443,1493.7,474,3
444,702.9,475,3
445,646.15,475,1
446,1663.74,476,1
447,114.04,477,2
448,1631.9,478,4
449,459.14,479,1
450,798.43,480,4
451,376.79,481,3
452,199.8,482,4
453,918.35,483,4
454,307.12,484,3
455,822.4,485,1
456,921.43,486,3
457,1230.88,490,1
458,702.44,491,2
459,2022.87,492,3
460,1003.05,493,4
461,57.32,494,4
462,1518.4,497,2
463,541.16,498,4
464,1220.55,499,3
465,1513.14,500,2
466,263.59,502,1
467,197.07,502,2
468,163.11,503,2
469,719.61,504,1
470,867.17,504,2
471,1117.3,505,1
472,2346.16,506,1
473,1960.44,507,1
474,582.4,508,4
475,1178.55,508,2
476,102.81,509,4
477,764.55,510,4
478,208.16,511,4
479,131.19,512,2
480,1466.82,513,2
481,699.1,514,1
482,537.78,516,2
483,916.72,517,2
484,1277.49,518,2
485,816.29,519,1
486,87.48,520,3
487,189.36,520,2
488,361.57,522,1
489,343.11,522,2
490,455.34,523,4
491,442.64,523,2
492,898.6,527,3
493,828.63,527,4
494,2475.87,528,2
495,1254.4,530,3
496,1233.45,531,2
497,563.9,532,4
498,818.58,532,1
499,46.9,533,3
500,612.32,534,4
501,1345.67,535,4
502,276.18,536,2
503,1113.05,537,2
504,513.59,537,3
505,795.92,538,3
506,1574.4,538,2
507,925.17,539,2
508,449.42,541,4
509,750.92,541,2
510,375.96,542,2
511,577.04,542,3
512,73.07,544,1
513,71.53,544,3
514,1288.49,545,2
515,2761.63,546,4
516,581.62,547,3
517,523.7,548,2
518,396.92,549,4
519,2511,550,3
520,1477.9,551,3
521,151.86,552,3
522,765.79,553,3
523,1462.64,554,1
524,566.86,557,4
525,2336.9,559,3
526,1584.8,560,3
527,415.41,561,3
528,1529.4,562,3
529,785.92,563,2
530,928.06,563,4
531,1380.1,564,1
532,635.82,565,3
533,818.76,566,2
534,128.13,567,4
535,317.28,568,4
536,243.29,568,2
537,810.06,569,2
538,3824.38,571,2
539,573.91,572,4
540,608.43,572,3
541,559.03,575,2
542,253.85,575,1
543,1142.02,576,3
544,4172.16,577,3
545,67.66,578,3
546,231.31,579,1
547,3136.21,580,1
548,888.25,581,4
549,1719.68,582,1
550,58.05,583,2
551,134.59,583,1
552,759.46,584,2
553,1609.78,586,4
554,1240.08,587,3
555,727.83,588,1
556,1399.13,589,4
557,494.9,592,1
558,429.2,593,1
559,77.74,595,4
560,842.55,596,1
561,798.83,597,2
562,706.47,597,4
563,537.85,598,2
564,757.97,598,3
565,216.4,599,3
566,298.04,600,1
567,200.39,600,3
568,2662.48,602,4
569,152.09,603,3
570,168.11,603,1
571,1558.3,605,4
572,654.28,606,2
573,1859.7,607,1
574,113.52,610,3
575,1217.87,611,2
576,1150.74,612,1
577,517.92,613,1
578,128.12,614,1
579,363.76,615,2
580,76.66,616,1
581,40.38,616,4
582,418.38,617,1
583,134.95,618,3
584,221.07,618,2
585,356.56,619,1
586,147.1,620,4
587,1623.95,621,3
588,1327.15,622,1
589,202.85,626,2
590,328,626,3
591,515.1,627,3
592,55.7,628,1
593,1663.31,629,3
594,1738.51,630,4
595,1908.76,631,4
596,1940.79,632,3
597,480.89,633,3
598,373.72,636,1
599,181.7,637,4
600,239.76,638,3
601,359.76,639,4
602,322.14,640,2
603,260.76,640,4
604,372.8,641,2
605,995.15,642,2
606,1580.55,643,3
607,525.05,644,3
608,1314.65,646,4
609,742.3,649,4
610,1156.82,650,1
611,587.55,650,3
612,115.53,651,1
613,274.73,652,4
614,239.15,652,1
615,1209.78,653,1
616,1298.08,654,1
617,15.53,655,2
618,32.69,655,4
619,483.51,656,4
620,609.62,656,3
621,364.85,657,1
622,511.86,657,4
623,1040.36,659,1
624,1057.4,663,1
625,248.2,664,2
626,150.3,664,4
627,679,665,4
628,218.69,666,2
629,782.33,670,3
630,521.18,670,1
631,347.64,671,4
632,809.66,671,3
633,1110.92,672,1
634,654.32,672,4
635,1411.45,673,4
636,1858.78,675,4
637,312,676,4
638,1507.2,678,4
639,459.08,679,4
640,215.32,682,1
641,611.43,684,3
642,695.19,684,4
643,416.35,685,3
644,1824.27,686,4
645,884.23,687,1
646,817.38,688,3
647,492.05,689,2
648,838.95,689,4
649,1558.95,693,1
650,1037.26,693,3
651,891.6,694,4
652,962.79,694,1
653,2070.42,695,2
654,829.5,696,1
655,1804.64,697,4
656,608.52,698,2
657,425.06,699,2
658,303.73,700,1
659,1442.95,701,3
660,1274.49,703,2
661,1996.1,703,4
662,1235.05,704,1
663,365.04,705,3
664,873.28,706,2
665,1321.72,707,3
666,806.81,707,1
667,924.16,708,2
668,1561.88,709,3
669,2095.69,710,3
670,1258.42,711,1
671,58.04,712,3
672,1784.05,714,1
673,798.81,715,4
674,1255.57,715,3
675,1533.02,717,1
676,295.44,718,1
677,861.51,719,4
678,205.71,720,3
679,745.92,721,4
680,836.96,722,2
681,118.16,723,2
682,33.64,724,2
683,1168.7,726,1
684,747.29,726,4
685,270.29,727,4
686,1113.04,728,1
687,1427.03,729,4
688,1753.75,731,1
689,616.3,733,4
690,545.17,733,1
691,101.24,734,2
692,976.5,735,1
693,2236.07,736,2
694,485.84,738,3
695,38.18,739,2
696,28.42,739,4
697,1571.01,740,1
698,1072.03,740,4
699,6.5,741,4
700,509.54,742,1
701,937.46,742,2
702,767.51,744,1
703,1006.43,745,3
704,162.93,746,4
705,166.1,749,2
706,2282.97,750,1
707,61.8,751,1
708,294.94,752,1
709,548.22,753,1
710,1362.59,754,2
711,95.93,756,2
712,1712,758,1
713,360.72,759,1
714,895.36,761,2
715,1597.12,762,3
716,26.7,763,2
717,25.02,763,1
718,2201.58,768,1
719,968.61,769,1
720,1004.71,769,2
721,21.31,770,1
722,132.35,771,4
723,141.05,771,1
724,420.01,772,2
725,231.66,773,3
726,1170.79,774,4
727,2064.29,775,4
728,278.25,776,2
729,640.5,777,1
730,834.08,778,4
731,1092.52,781,2
732,625.56,781,4
733,1073.38,782,4
734,1161.88,784,4
735,220.59,785,1
736,2320.23,786,4
737,505.52,788,3
738,246.12,788,2
739,35.46,789,3
740,48.3,789,1
741,330.83,790,3
742,430.39,790,1
743,37.13,791,2
744,41.83,791,1
745,162.12,793,1
746,1174.16,794,4
747,25.4,795,3
748,1973.43,796,2
749,1306.98,797,4
750,1241.15,797,3
751,335.03,799,3
752,498.81,799,2
753,1093.78,802,1
754,1122.87,803,2
755,206.28,805,2
756,3308.29,806,4
757,1172.95,807,3
758,471.37,808,3
759,1038.91,809,4
760,973.79,809,3
761,500.82,812,1
762,1528.48,813,4
763,1149.81,813,1
764,23.15,814,3
765,35.59,814,2
766,169.27,816,3
767,392.33,816,2
768,263.29,817,4
769,200.75,817,2
770,1788.25,819,2
771,1042.94,820,4
772,1947.39,821,4
773,2127.73,822,2
774,1139.41,823,3
775,409.92,824,3
776,721,825,2
777,143.4,826,2
778,2296.95,827,3
779,1829.59,828,2
780,575.9,831,2
781,756.24,832,3
782,804.02,833,2
783,1490.54,834,4
784,1432.28,837,2
785,74.64,838,2
786,791.33,839,2
787,1146.53,841,2
788,1839.72,842,3
789,170.73,843,3
790,253.34,844,4
791,109.24,844,3
792,1284.88,845,2
793,602.08,846,3
794,1102.02,847,2
795,793.08,848,1
796,840.52,848,2
797,35.82,850,1
798,718.1,851,3
799,313.37,851,4
800,1381.04,852,3
801,2038.26,853,4
802,568.49,856,2
803,1191.94,857,2
804,10.45,858,1
805,495.2,859,4
806,475.84,860,2
807,1197.72,861,2
808,161.92,862,2
809,253.68,863,2
810,185.24,863,1
811,525.76,864,2
812,1289.3,866,3
813,611.76,868,2
814,316.35,869,1
815,550.35,869,4
816,429.56,870,3
817,501.59,874,4
818,582.08,874,1
819,341.49,876,1
820,1205.96,877,2
821,319.91,878,1
822,171.65,878,2
823,2728.62,879,4
824,899.15,880,4
825,2079.46,881,3
826,2119.07,883,4
827,610.25,884,3
828,466.63,884,4
829,1687.19,886,3
830,1523.53,886,2
831,1093.64,888,3
832,315.58,890,2
833,453.23,890,4
834,1221.75,891,2
835,1172.16,895,2
836,1696.48,896,4
837,112.2,898,3
838,91.16,898,1
839,297.81,900,2
840,921.32,901,1
841,1434.88,902,2
842,71.29,903,2
843,127.09,903,3
844,1269.47,904,2
845,249.71,905,1
846,262.18,905,4
847,449.48,906,1
848,419.77,907,4
849,300.94,907,3
850,865.59,910,3
851,1464.69,910,2
852,86.05,911,4
853,69.23,911,1
854,2093.37,912,1
855,985.52,912,3
856,55.44,913,3
857,336.64,914,2
858,597.25,917,2
859,38.94,918,2
860,1331.15,919,4
861,2772.89,920,4
862,533.98,923,2
863,806.97,924,2
864,1597.51,924,4
865,366.21,925,2
866,1706.68,926,3
867,728.16,927,1
868,982.2,928,2
869,1988.44,929,3
870,984.28,930,2
871,853.31,930,3
872,1277.95,931,2
873,1609.72,932,3
874,1553.09,932,1
875,1026.15,934,3
876,607.08,935,1
877,619.1,936,4
878,809.62,936,2
879,1959.93,937,3
880,732.72,938,2
881,1492.09,939,4
882,3532.68,940,1
883,829.86,941,3
884,964.44,942,2
885,206.28,943,2
886,60.61,944,3
887,1357.45,946,2
888,79.27,948,1
889,39.59,948,4
890,1926.95,949,4
891,2283.61,951,3
892,252.15,952,1
893,814.65,953,1
894,1883.79,955,3
895,1472.04,956,3
896,868.13,957,1
897,588.43,957,3
898,912.9,958,4
899,2083.19,958,1
900,1047.9,960,4
901,1943.35,961,1
902,199.81,962,4
903,1415.24,963,3
904,1445.82,964,2
905,893.91,966,1
906,1642.47,967,1
907,215.03,968,4
908,2178.28,969,3
909,1182.99,970,2
910,714.45,970,1
911,918.16,973,2
912,358.11,975,3
913,320.98,979,2
914,12.56,980,2
915,1240.23,984,2
916,1486.48,986,2
917,541.24,987,2
918,1197.88,988,3
919,486.8,989,4
920,2367.32,990,4
921,2152.38,992,4
922,418.87,993,4
923,570.51,994,2
924,336.35,995,4
925,148.51,996,4
926,2841.62,997,4
927,423.52,998,1
928,213.44,998,3
929,1538.14,999,3
930,666.08,1000,3
931,94.29,1001,3
932,174.79,1001,2
933,742.58,1002,3
934,585.82,1002,2
935,2235.57,1003,1
936,344.4,1004,3
937,208.53,1005,1
938,101.69,1005,3
939,2660.58,1006,3
940,1971.03,1007,1
941,1621.68,1008,3
942,902.27,1009,3
943,619.98,1009,1
944,1282.77,1010,1
945,1193.88,1011,2
946,132.94,1012,4
947,137.29,1012,1
948,515.6,1013,3
949,791.38,1016,1
950,752.18,1017,3
951,559.38,1017,1
952,988.29,1018,4
953,1370.3,1018,3
954,865.3,1020,2
955,1196.43,1020,3
956,393.81,1021,2
957,243.5,1021,4
958,781.38,1023,4
959,1026.65,1024,2
960,574.27,1025,3
961,1036.35,1028,3
962,1355.76,1029,1
963,1374.56,1030,2
964,440.36,1033,2
965,460.89,1033,4
966,835.14,1034,3
967,537.81,1035,2
968,3.12,1036,1
969,1604.23,1037,3
970,1695.57,1038,1
971,13.58,1039,3
972,1076.98,1041,1
973,474.76,1041,2
974,909,1042,4
975,384.36,1043,2
976,1037.09,1044,1
977,511.89,1044,3
978,169.91,1045,4
979,1359.36,1046,4
980,1966.66,1047,2
981,93.01,1048,1
982,155.53,1048,2
983,27.62,1049,4
984,890.12,1050,1
985,348.34,1051,3
986,563.94,1052,2
987,2287.66,1053,1
988,529.03,1054,3
989,262.78,1055,3
990,1084.39,1057,4
991,1553.94,1058,2
992,67.55,1060,3
993,1959.8,1062,2
994,216.3,1063,2
995,1004.76,1064,2
996,742.85,1065,3
997,857.82,1065,2
998,1989.42,1066,2
999,42.71,1068,1
1000,2092.54,1070,4
1001,635.46,1072,1
1002,297.34,1072,4
1003,163.13,1073,3
1004,266.36,1074,4
1005,483.65,1075,2
1006,1985.94,1077,2
1007,361.05,1078,3
1008,815.18,1078,1
1009,1249.58,1079,3
1010,381.52,1080,2
1011,819.65,1081,2
1012,1274.08,1083,3
1013,1566.32,1084,1
1014,508.7,1085,4
1015,1017.88,1085,3
1016,464.02,1088,2
1017,940.49,1090,4
1018,1515.84,1091,2
1019,98.05,1092,4
1020,680.3,1093,3
1021,213.51,1094,2
1022,359.36,1094,4
1023,403.32,1096,4
1024,571.85,1097,1
1025,903.01,1100,3
1026,1166.74,1100,4
1027,720.84,1102,4
1028,563.24,1103,4
1029,1218.44,1103,3
1030,580.9,1104,3
1031,2208.11,1106,1
1032,772.01,1107,4
1033,391.42,1108,3
1034,427.6,1109,2
1035,425.29,1109,1
1036,230.97,1110,1
1037,493.65,1110,2
1038,201.96,1112,4
1039,355.65,1112,1
1040,88.02,1113,4
1041,44.88,1113,2
1042,1538.74,1114,4
1043,518.02,1115,1
1044,544.74,1115,2
1045,24.76,1116,4
1046,817.73,1118,3
1047,1898.84,1119,2
1048,353.46,1122,4
1049,394.62,1122,3
1050,1195.5,1123,1
1051,585.08,1124,3
1052,655.47,1124,1
1053,2019.36,1125,1
1054,898.59,1126,2
1055,965.03,1126,1
1056,63.38,1127,4
1057,49.7,1127,2
1058,136.92,1128,3
1059,310.54,1129,1
1060,144.7,1129,4
1061,525.18,1131,2
1062,344.62,1131,1
1063,1248.32,1133,4
1064,46.22,1134,1
1065,61.26,1134,4
1066,144.64,1136,1
1067,1482.24,1138,1
1068,67.81,1140,1
1069,103.73,1140,2
1070,593.06,1141,1
1071,202.64,1142,3
1072,316.29,1142,2
1073,232.14,1144,2
1074,222.44,1145,2
1075,264.16,1145,1
1076,1007.76,1146,3
1077,1579.44,1147,2
1078,927.56,1148,2
1079,451.43,1149,1
1080,701.87,1149,3
1081,640.72,1150,1
1082,158.48,1151,2
1083,730.99,1153,1
1084,1292.06,1153,3
1085,867.35,1155,1
1086,970.26,1155,2
1087,1961,1156,3
1088,141.16,1158,1
1089,96.14,1158,3
1090,1777.75,1159,4
1091,207.92,1160,1
1092,1054.35,1161,4
1093,1984.92,1162,4
1094,115.2,1163,3
1095,1494.07,1164,2
1096,726.92,1164,4
1097,1201.86,1165,1
1098,761.86,1166,4
1099,1261.99,1168,4
1100,2337.95,1169,1
1101,227.95,1170,2
1102,229.99,1170,1
1103,1136.85,1171,4
1104,2499.81,1172,1
1105,666.72,1173,1
1106,1185.45,1174,3
1107,1220.66,1174,1
1108,142.43,1175,1
1109,147.77,1175,2
1110,824.27,1176,4
1111,1123.14,1179,4
1112,390.12,1182,2
1113,25.11,1183,4
1114,27.1,1183,2
1115,799.61,1184,2
1116,977.04,1186,4
1117,331.35,1187,1
1118,292.49,1187,2
1119,1124,1189,1
1120,1069.56,1190,2
1121,294,1193,3
1122,198.47,1193,4
1123,564.52,1194,1
1124,218.16,1196,1
1125,676.56,1197,1
1126,474.81,1198,3
1127,2590.64,1199,1
1128,636.77,1201,1
1129,1445.52,1202,2
1130,800.2,1203,3
1131,7.18,1204,2
1132,12.63,1204,4
1133,1472.57,1205,4
1134,829.92,1206,4
1135,914.31,1208,2
1136,1297.09,1209,3
1137,702,1211,2
1138,2539.94,1213,4
1139,1362.97,1214,2
1140,75.99,1215,1
1141,106.74,1215,3
1142,908.02,1217,4
1143,1309.41,1218,2
1144,1832.58,1220,2
1145,1185.3,1221,1
1146,1675.71,1224,2
1147,279.2,1225,2
1148,1737.75,1227,1
1149,865.6,1228,3
1150,749.22,1229,3
1151,176.04,1231,3
1152,868.16,1234,1
1153,3774.7,1235,2
1154,228.35,1236,1
1155,227.2,1236,2
1156,318.76,1237,1
1157,1035,1239,1
1158,1172.84,1241,1
1159,245.76,1242,3
1160,68.1,1244,4
1161,722.81,1245,1
1162,755.82,1248,2
1163,773.45,1250,3
1164,1662.33,1250,4
1165,587.73,1252,3
1166,502.99,1252,1
1167,581.52,1253,1
1168,90.45,1254,1
1169,603,1255,1
1170,685.2,1256,3
1171,3215.54,1257,1
1172,3182.14,1258,3
1173,202.36,1259,3
1174,1014.72,1260,2
1175,1313.75,1261,3
1176,1224.67,1262,2
1177,250.14,1263,4
1178,149.33,1263,2
1179,2828.06,1264,1
1180,2271.45,1265,2
1181,593.66,1266,4
1182,1361.5,1266,2
1183,104.57,1268,2
1184,65.34,1268,1
1185,66.9,1270,2
1186,1157.45,1271,3
1187,1222.98,1272,1
1188,632.8,1273,3
1189,436.89,1273,4
1190,1221.62,1274,4
1191,1639.6,1275,2
1192,287.02,1276,1
1193,1441.93,1277,4
1194,773.42,1280,1
1195,2782.63,1281,3
1196,697.74,1282,1
1197,1641.06,1283,4
1198,1134.3,1285,4
1199,434.1,1286,4
1200,640.38,1286,2
1201,2091.31,1287,2
1202,883.82,1288,3
1203,102.41,1290,4
1204,463.6,1291,4
1205,1298.81,1292,1
1206,849.73,1292,4
1207,218.56,1293,2
1208,276.46,1293,4
1209,509.69,1294,4
1210,1031.07,1295,2
1211,370.46,1297,3
1212,1228.87,1298,2
1213,548.6,1299,3
1214,1108.12,1300,2
1215,477.68,1301,1
1216,794.76,1302,4
1217,635.15,1303,1
1218,400.96,1304,3
1219,129.49,1308,1
1220,154.98,1308,4
1221,848.2,1309,2
1222,784.07,1311,3
1223,1240.87,1311,2
1224,358.38,1312,4
1225,2285.63,1313,1
1226,2545.11,1315,4
1227,1034.16,1316,4
1228,485.06,1319,4
1229,796.55,1320,3
1230,1624.98,1321,4
1231,1268.03,1322,3
1232,19.78,1323,3
1233,64.05,1324,3
1234,1338.55,1325,2
1235,374.48,1326,3
1236,797.76,1327,4
1237,992.52,1328,2
1238,466.32,1329,4
1239,113.62,1330,3
1240,94.58,1330,1
1241,42.74,1331,3
1242,2944.77,1333,2
1243,298.55,1336,3
1244,616.01,1336,2
1245,498.7,1337,4
1246,66.6,1338,3
1247,1302.52,1339,1
1248,59.27,1340,4
1249,88.87,1340,2
1250,872.94,1342,1
1251,1014.01,1342,4
1252,223.56,1344,3
1253,2441.58,1346,1
1254,119.69,1347,2
1255,184.98,1347,1
1256,580.38,1348,1
1257,539.7,1349,2
1258,755.75,1351,4
1259,1098.04,1352,4
1260,1653.9,1352,3
1261,442.77,1353,2
1262,871.7,1353,4
1263,1024.06,1355,2
1264,2056.36,1356,4
1265,1380.44,1358,2
1266,2723.42,1359,1
1267,1421.02,1360,3
1268,118.81,1361,4
1269,1282.24,1363,2
1270,459.76,1364,2
1271,307.19,1364,4
1272,325.8,1366,4
1273,1430.76,1367,1
1274,291.89,1368,3
1275,440.11,1368,4
1276,2451.06,1369,2
1277,2420.41,1370,1
1278,284.46,1371,4
1279,617.26,1371,2
1280,463.92,1372,1
1281,332.1,1373,4
1282,519.11,1374,2
1283,979.46,1374,3
1284,1041.98,1375,4
1285,355.4,1377,4
1286,715.49,1377,2
1287,167.31,1378,2
1288,1407.93,1379,3
